映射方式,专业ID,厂家ID,设备类型ID,告警对象类型ID,告警标题,厂家告警ID,告警解析辅助字段,厂家告警级别,适用的厂家版本号,告警类型,层速率,设备单板,网管告警级别,网管告警ID,告警解释,告警逻辑分类,告警逻辑子类,该事件对设备的影响,该事件对业务的影响,告警标准名,业务类型,业务信息,是否与对端网元相关,是否上报集团,告警唯一标识,发生时间,清除时间,省,地市ID,区县,网元名称,网元ID,告警定位对象名称,告警定位对象ID,定位信息,告警清除状态,网管告警流水号,设备类型名称,厂家,timestamp,告警发生与清除的时间差,告警标题出现次数
标准,1,15,929,929,BASE STATION CONNECTIVITY LOST,76566202,,1,TL15A/TL16A,设备原始告警,,,2,0103-002-006-10-001381,到MME的SCTP连接中断。原因可能是到MME的线缆被拔出。,中继与传输,光纤故障,设备全阻,业务全阻,7656基站连接丢失:S1接口传输层连接故障,,,否,否,3066535_10.154.22.50,2019-09-14 11:36:58,2019-09-14 11:59:37,湖南省,2008,隆回县,shylonghuizirimingyuanNL-FSIH399950TF,,shylonghuizirimingyuanNL-FSIH399950TF,,PLMN-PLMN/MRBTS-399950/LNBTS-399950/LNMME-0,已清除,2093803817,eNodeB,诺基亚,1568461018,1359,61
标准,8,713,6016,6016,电池熔丝故障告警,6001,通信基站,重要,,设备原始告警,,,1,0500-000-006-10-000102,电池熔丝故障告警,电池告警,,无影响,无影响,电池熔丝故障告警,,,否,否,220000004893,2019-09-14 11:37:24,2019-09-14 13:28:31,湖南省,2000,天心区,长沙天心区钱隆学府无线机房,,长沙天心区钱隆学府无线机房,,,已清除,2093800416,开关电源,,1568461044,6667,1
标准,1,15,929,929,BASE STATION CONNECTIVITY LOST,76566202,,1,TL15A/TL16A,设备原始告警,,,2,0103-002-006-10-001381,到MME的SCTP连接中断。原因可能是到MME的线缆被拔出。,中继与传输,光纤故障,设备全阻,业务全阻,7656基站连接丢失:S1接口传输层连接故障,,,否,否,2836723_10.154.20.177,2019-09-14 11:37:43,2019-09-14 11:43:54,湖南省,2007,娄星区,LDILX-XinShiJieJianCaiZhongNL-FSIH280216PT,,LDILX-XinShiJieJianCaiZhongNL-FSIH280216PT,,PLMN-PLMN/MRBTS-280216/LNBTS-280216/LNMME-6,已清除,2093827853,eNodeB,诺基亚,1568461063,371,61
标准,1,5,929,929,eNodeB退服告警,407,,CRITICAL,BTS3900&BTS5900 V100R013C10SPC150,设备原始告警,,,2,0103-007-006-10-000266,基站退服,操作维护,网管内部,可能设备全阻,可能业务受影响,网元连接中断,,,否,是,a2ec7f90-5804-42f3-a87e-de0d49b6ff8c,2019-09-14 11:39:21,2019-09-14 15:31:52,湖南省,2000,长沙县,长沙县盛地春天里HL-D3900985180TF,,长沙县盛地春天里HL-D3900985180TF,,"NeType: BTS3900 LTE| NeLocation: 长沙| vendor: 华为| neName: 长沙县盛地春天里HL-D3900985180TF| alarmName: 网元连接中断| alarmLocation: 网元名称=长沙县盛地春天里HL-D3900985180TF, 网元IP地址=100.92.41.26, 网元IP地址(IP Mode)=NULL, 断连端口=6007, 断连错误码=N/A, 断连信息=传输中断, 适配层分区=MediationService0205, OMC IP=10.154.18.5| appendInfo: eNodeBId=985180",已清除,-2093810383,eNodeB,华为,1568461161,13951,249
标准,8,713,32403,32403,输入断电告警,2010,传输节点,紧急,,设备原始告警,,,2,0500-000-002-10-000060,市电输入断电告警,低压配电告警,,无影响,无影响,输入断电告警,,,否,否,131470981,2019-09-14 11:40:27,2019-09-14 11:45:29,湖南省,2007,新化县,新化县芦茅江节点数据机房,,新化县芦茅江节点数据机房,,交流配电屏,已清除,2093841452,,,1568461227,302,30
标准,1,15,929,929,BASE STATION CONNECTIVITY LOST,76566202,,1,TL15A/TL16A,设备原始告警,,,2,0103-002-006-10-001381,到MME的SCTP连接中断。原因可能是到MME的线缆被拔出。,中继与传输,光纤故障,设备全阻,业务全阻,7656基站连接丢失:S1接口传输层连接故障,,,否,否,2838463_10.154.20.177,2019-09-14 11:41:51,2019-09-14 11:53:12,湖南省,2007,冷水江市,LDILJ-ShengRuiYuanXiaoQuShiFenNL-FSIH418813TF,,LDILJ-ShengRuiYuanXiaoQuShiFenNL-FSIH418813TF,,PLMN-PLMN/MRBTS-418813/LNBTS-418813/LNMME-0,已清除,2093862048,eNodeB,诺基亚,1568461311,681,61
标准,1,15,929,929,BASE STATION CONNECTIVITY LOST,76566202,,1,TL15A/TL16A,设备原始告警,,,2,0103-002-006-10-001381,到MME的SCTP连接中断。原因可能是到MME的线缆被拔出。,中继与传输,光纤故障,设备全阻,业务全阻,7656基站连接丢失:S1接口传输层连接故障,,,否,否,2838614_10.154.20.177,2019-09-14 11:41:58,2019-09-14 11:53:12,湖南省,2007,冷水江市,LDILJ-HeYeLuYiWeiZhanNL-FW2FA418919PT,,LDILJ-HeYeLuYiWeiZhanNL-FW2FA418919PT,,PLMN-PLMN/MRBTS-418919/LNBTS-418919/LNMME-0,已清除,2093863672,eNodeB,诺基亚,1568461318,674,61
标准,1,15,929,929,BASE STATION CONNECTIVITY LOST,76566202,,1,TL15A/TL16A,设备原始告警,,,2,0103-002-006-10-001381,到MME的SCTP连接中断。原因可能是到MME的线缆被拔出。,中继与传输,光纤故障,设备全阻,业务全阻,7656基站连接丢失:S1接口传输层连接故障,,,否,否,2838759_10.154.20.177,2019-09-14 11:41:58,2019-09-14 11:53:23,湖南省,2007,冷水江市,LDILJ-HeYeLuErWeiZhanNL-FW2FA418920PT,,LDILJ-HeYeLuErWeiZhanNL-FW2FA418920PT,,PLMN-PLMN/MRBTS-418920/LNBTS-418920/LNMME-6,已清除,2093864180,eNodeB,诺基亚,1568461318,685,61
标准,1,15,929,929,BASE STATION CONNECTIVITY LOST,76566202,,1,TL15A/TL16A,设备原始告警,,,2,0103-002-006-10-001381,到MME的SCTP连接中断。原因可能是到MME的线缆被拔出。,中继与传输,光纤故障,设备全阻,业务全阻,7656基站连接丢失:S1接口传输层连接故障,,,否,否,2838803_10.154.20.177,2019-09-14 11:41:59,2019-09-14 11:53:26,湖南省,2007,冷水江市,LDILJ-JiaHeYuanErWeiZhanNL-FWHE280174PT,,LDILJ-JiaHeYuanErWeiZhanNL-FWHE280174PT,,PLMN-PLMN/MRBTS-280174/LNBTS-280174/LNMME-0,已清除,2093864245,eNodeB,诺基亚,1568461319,687,61
标准,1,15,929,929,BASE STATION CONNECTIVITY LOST,76566202,,1,TL15A/TL16A,设备原始告警,,,2,0103-002-006-10-001381,到MME的SCTP连接中断。原因可能是到MME的线缆被拔出。,中继与传输,光纤故障,设备全阻,业务全阻,7656基站连接丢失:S1接口传输层连接故障,,,否,否,2838485_10.154.20.177,2019-09-14 11:42:19,2019-09-14 11:53:53,湖南省,2007,冷水江市,LDILJ-ZhangJiaWanNL-FSIH280357PT,,LDILJ-ZhangJiaWanNL-FSIH280357PT,,PLMN-PLMN/MRBTS-280357/LNBTS-280357/LNMME-2,已清除,2093862331,eNodeB,诺基亚,1568461339,694,61
标准,1,15,929,929,BASE STATION CONNECTIVITY LOST,76566202,,1,TL15A/TL16A,设备原始告警,,,2,0103-002-006-10-001381,到MME的SCTP连接中断。原因可能是到MME的线缆被拔出。,中继与传输,光纤故障,设备全阻,业务全阻,7656基站连接丢失:S1接口传输层连接故障,,,否,否,2838630_10.154.20.177,2019-09-14 11:42:25,2019-09-14 11:53:14,湖南省,2007,冷水江市,LDILJ-BoChangHuaYuanXiWeiZhanNL-FWHE399312PT,,LDILJ-BoChangHuaYuanXiWeiZhanNL-FWHE399312PT,,PLMN-PLMN/MRBTS-399312/LNBTS-399312/LNMME-4,已清除,2093863762,eNodeB,诺基亚,1568461345,649,61
标准,1,5,929,929,eNodeB退服告警,407,,CRITICAL,BTS3900&BTS5900 V100R013C10SPC150,设备原始告警,,,2,0103-007-006-10-000266,OMC920每隔1分钟会向被管网元发送握手请求，当被管网元三次无应答时判定通信状态为断连，上报本告警。,操作维护,网管内部,可能设备全阻,可能业务受影响,网元连接中断,,,否,是,b26860f9-0865-48a5-a24b-0914d589b281,2019-09-14 11:42:32,2019-09-14 14:03:41,湖南省,2007,新化县,娄底新化圳上HF-D3900538188PT,,娄底新化圳上HF-D3900538188PT,,"NeType: BTS3900 LTE| NeLocation: 娄底| vendor: | neName: 娄底新化圳上HF-D3900538188PT| alarmName: 网元连接中断| alarmLocation: 网元名称=娄底新化圳上HF-D3900538188PT, 网元IP地址=100.200.143.175, 网元IP地址(IP Mode)=NULL, 断连端口=6007, 断连错误码=N/A, 断连信息=端口握手超时, 适配层分区=MediationService0308, OMC IP=10.154.17.71| appendInfo: eNodeBId=538188",已清除,-2093822727,eNodeB,华为,1568461352,8469,249
标准,1,15,929,929,BASE STATION FAULTY,7650,,1,TL15A/TL16A,设备原始告警,,,2,0103-002-006-10-000025,基站严重故障,操作维护,日志告警,设备全阻,业务全阻,基站退服,,,否,是,3445869_10.154.20.68,2019-09-14 11:44:16,2019-09-14 11:59:41,湖南省,2001,雨湖区,xtahexiwenjiaweiziNL-FWHE279286PT,,xtahexiwenjiaweiziNL-FWHE279286PT,,PLMN-PLMN/MRBTS-279286/LNBTS-279286,已清除,2093829867,eNodeB,诺基亚,1568461456,925,47
标准,1,5,929,929,eNodeB退服告警,-507,,MAJOR,BTS3900 V100R012C10,设备原始告警,,,2,0103-007-006-10-000266,基站退服,话务处理,设备退服,无影响,业务受影响,eNodeB退服告警,,,否,是,-507_系统派生_1213613,2019-09-14 11:47:51,2019-09-14 15:05:37,湖南省,2003,珠晖区,衡阳市区创大玉兔HL-D3900257593TF,,衡阳市区创大玉兔HL-D3900257593TF,,"NeType: BTS3900 LTE| NeLocation: 衡阳| vendor: | neName: 衡阳市区创大玉兔HL-D3900257593TF| alarmName: 小区不可用告警| alarmLocation: eNodeB名称=衡阳市区创大玉兔HL-D3900257593TF, 本地小区标识=131, 小区双工模式=TDD, NB-IoT小区指示=FALSE, 小区名称=衡阳市区创大玉兔HLD3900257593TF-131, eNodeB标识=257593, 小区标识=131, 具体问题=射频单元异常| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=257593",已清除,2093858736,eNodeB,华为,1568461671,11866,249
标准,8,713,32414,32414,市电停电,92001,传输节点,紧急,,设备原始告警,,,2,0500-000-092-10-000025,输入市电停电,市电异常告警,交流智能电表、直流智能电表,无影响,无影响,市电停电,,,否,否,110000085956,2019-09-14 11:48:22,2019-09-14 13:59:34,湖南省,2004,汝城县,汝城县盈洞PTN传输机房,,汝城县盈洞PTN传输机房,,,已清除,2093847608,,,1568461702,7872,4
标准,1,6,200,201,2G基站退服告警,-503,基站下挂所有小区全部退服,3,无,设备原始告警,,,2,0101-008-002-62-000001,基站退服,操作维护,网管内部,可能设备全阻,可能业务受影响,2G基站退服,,,否,是,-503_系统派生_1213614,2019-09-14 11:50:46,2019-09-14 12:44:02,湖南省,2004,汝城县,CEZ-ZBSC-V3-135,,郴州汝城陈家岭隧道ZG-B8700119PT,,460-00-29621-19020,已清除,2093866821,BSC,中兴,1568461846,3196,64
标准,8,713,32403,32403,输入断电告警,2010,传输节点,紧急,,设备原始告警,,,2,0500-000-002-10-000060,市电输入断电告警,低压配电告警,,无影响,无影响,输入断电告警,,,否,否,660000004745,2019-09-14 11:52:11,2019-09-14 14:00:36,湖南省,2004,,汝城县文明PTN传输机房,,汝城县文明PTN传输机房,,,已清除,2093847568,,,1568461931,7705,30
标准,8,713,32403,32403,输入断电告警,2010,传输节点,紧急,,设备原始告警,,,2,0500-000-002-10-000060,市电输入断电告警,低压配电告警,,无影响,无影响,输入断电告警,,,否,否,660000004746,2019-09-14 11:52:15,2019-09-14 14:02:02,湖南省,2004,,汝城县岭秀PTN传输机房,,汝城县岭秀PTN传输机房,,,已清除,2093847586,,,1568461935,7787,30
标准,8,24,6015,6015,一体化设备采集器通信状态告警,,基站,1,无,设备原始告警,,,2,698-076-00-076003,涵盖具备智能设备采集，以及非智能的温度、湿度、火警、门碰、水浸、红外等采集；或者蓄电池采集、视频采集、节能等多种设备的综合采集器通信状态告警。,采集设备通信中断告警,设备局部故障,可能业务受影响,无,一体化设备采集器通信状态告警,,,否,否,927C4B875A723DF4E05352801DAC0395,2019-09-14 11:52:24,2019-09-14 13:08:30,湖南省,2008,新邵县,新邵县枫高无线机房*,,新邵县枫高无线机房,,,已清除,2093862400,监控设备,鑫天兴,1568461944,4566,81
标准,8,24,6016,6016,监控模块故障告警,,基站,1,无,设备原始告警,,,2,601-091-00-091015,监控模块故障告警,输出告警,设备局部故障,可能业务受影响,无,监控模块故障告警,,,否,否,927C4A8E0E0EA997E05351801DACFEEB,2019-09-14 11:56:03,2019-09-14 18:08:19,湖南省,2004,北湖区,郴州北湖区望湖花园,,郴州望湖花园无线机房,,,已清除,2093874814,开关电源,,1568462163,22336,7
标准,6,25,1400,32004,SPI_LOS,1,,1,V2.0 R5 Build04.20.05.28 sp10,设备原始告警,40Gbit/s,,2,0401-024-031-10-000003,传输告警,通信,端口,无影响,可能业务受影响,SPI_LOS,,,是,否,SHY-OTNM2000-2-P_80130_/rack=168961/shelf=1/slot=1081/port=4_SPI_LOS_2019-09-14 11:58:09,2019-09-14 11:58:09,2019-09-14 12:09:20,湖南省,2008,洞口县,洞口县石江2.5G机房 [57-2],,洞口县石江2.5G机房 [57-2]-1-39-OE155_4-04,,SHY-OTNM2000-2-P:80130:/rack=168961/shelf=1/slot=1081/port=4,已清除,2093883949,SDH,烽火,1568462289,671,5
标准,1,15,929,929,NE3SWS AGENT NOT RESPONDING TO REQUESTS,9047,,1,TL18&SRAN18&TL18A&SRAN18A,设备原始告警,,,2,0103-002-006-10-003426,未收到网元告警,输入输出外部设备,外部告警,设备全阻,业务全阻,未收到网元告警,,,否,否,1031840_10.154.26.177,2019-09-14 11:58:32,2019-09-14 13:35:20,湖南省,2011,洪江市,huhhjschelixicunDPNBNF-AirScale377860PT,,huhhjschelixicunDPNBNF-AirScale377860PT,,PLMN-PLMN/MRBTS-377860,已清除,2093883706,eNodeB,诺基亚,1568462312,5808,33
标准,1,1,200,200,SYNCHRONOUS DIGITAL PATH QUALITY SUPERVISION,,,3,,设备原始告警,,,1,0101-001-002-20-000001,,,,,未取到,,,,否,否,15975844_10.154.27.70,2019-09-14 12:00:00,2019-09-14 23:01:00,湖南省,2013,岳阳楼区,YUY-EBSC-8,,YUY-EBSC-8,,"SubNetwork=ONRM_ROOT_MO,SubNetwork=HuNAXE,ManagedElement=EBSC8",已清除,2093889898,BSC,中兴,1568462400,39660,1
标准,1,6,929,929,基站退出服务,198094833,,严重,V3.30.501P03/V3.30.502/V3.30.600,设备原始告警,,,2,0103-008-006-10-000237,该基站上的小区全部退出服务，基站无法提供业务时，上报此告警。,话务处理,设备退服,无影响,业务全阻,基站退服,,,否,是,1566208236220_10.154.19.92,2019-09-14 12:03:04,2019-09-14 12:13:53,湖南省,2011,通道县,怀化通道南地ZL-B8300137726PT,,怀化通道南地ZL-B8300137726PT,,"CSLTE-Z-OMMB14,怀化(7452)@NodeMe=137726@Equipment=1,机架(MO SDR)=1,机框(MO SDR)=1,单板(MO SDR)=1",已清除,2093964489,eNodeB,中兴,1568462584,649,65
标准,1,15,929,929,BASE STATION CONNECTIVITY LOST,76566202,,1,TL15A/TL16A,设备原始告警,,,2,0103-002-006-10-001381,到MME的SCTP连接中断。原因可能是到MME的线缆被拔出。,中继与传输,光纤故障,设备全阻,业务全阻,7656基站连接丢失:S1接口传输层连接故障,,,否,否,2842365_10.154.20.177,2019-09-14 12:07:12,2019-09-14 12:17:21,湖南省,2011,通道县,huhtdzhutangFL-FSIH1043147PT,,huhtdzhutangFL-FSIH1043147PT,,PLMN-PLMN/MRBTS-1043147/LNBTS-1043147/LNMME-0,已清除,2093943818,eNodeB,诺基亚,1568462832,609,61
标准,1,15,929,929,NE3SWS AGENT NOT RESPONDING TO REQUESTS,9047,,1,TL18&SRAN18&TL18A&SRAN18A,设备原始告警,,,2,0103-002-006-10-003426,未收到网元告警,输入输出外部设备,外部告警,设备全阻,业务全阻,未收到网元告警,,,否,否,1032296_10.154.26.177,2019-09-14 12:08:41,2019-09-14 13:43:18,湖南省,2011,通道县,huhtdmalonggaosuNBNF-AirScale408726PT,,huhtdmalonggaosuNBNF-AirScale408726PT,,PLMN-PLMN/MRBTS-408726,已清除,2093922231,eNodeB,诺基亚,1568462921,5677,33
标准,1,15,929,929,BASE STATION FAULTY,76504187,,1,TL15A/TL16A,设备原始告警,,,2,0103-002-006-10-000616,同步保持时间超时,处理器模块,单元状态异常,设备全阻,业务全阻,7650基站退服:同步保持时间超时,,,否,否,3067589_10.154.22.50,2019-09-14 12:13:01,2019-09-14 12:26:15,湖南省,2008,大祥区,shydaxiangqitianyoupinjiudianNL-Pico399587TF,,shydaxiangqitianyoupinjiudianNL-Pico399587TF,,PLMN-PLMN/MRBTS-399587/SMOD-1/ANTMOD-9,已清除,2093939823,eNodeB,诺基亚,1568463181,794,47
标准,1,5,929,929,BBU IR接口异常告警,26324,,MAJOR,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,2,0103-007-006-10-000160,当BBU与下级射频单元间的链路（链路层）数据收发异常时，产生此告警。当该链路数据收发正常后，且该状态持续1.5分钟（默认）时，则上报告警恢复。告警产生和恢复的时长可以通过SET ALMFILTER命令进行设置。,信令与IP,链路故障,设备局部故障,业务受影响,BBU IR接口异常告警,,,否,否,151544597_10.154.17.19,2019-09-14 12:13:12,2019-09-14 12:20:42,湖南省,2003,蒸湘区,衡阳蒸湘溪田村HL-D3900138730PT,,衡阳蒸湘溪田村HL-D3900138730PT,,"NeType: BTS3900 LTE| NeLocation: 衡阳| vendor: | neName: 衡阳蒸湘溪田村HL-D3900138730PT| alarmName: BBU IR接口异常告警| alarmLocation: 柜号=0, 框号=0, 槽号=2, 端口号=2, 单板类型=UBBP, 具体问题=IR接口接收异常| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=138730",已清除,2093955843,eNodeB,华为,1568463192,450,55
标准,1,5,929,929,eNodeB退服告警,407,,CRITICAL,BTS39000 V100R008C01SPC100,设备原始告警,,,2,0103-007-006-10-000266,OMC920每隔1分钟会向被管网元发送握手请求，当被管网元三次无应答时判定通信状态为断连，上报本告警。,操作维护,网管内部,可能设备全阻,可能业务受影响,网元连接中断,,,否,是,49bf1006-223d-401c-9939-84f35d352eb0,2019-09-14 12:15:44,2019-09-15 09:57:09,湖南省,2003,雁峰区,衡阳雁峰中航白沙湾（电信）HL-D3900138909PT,,衡阳雁峰中航白沙湾（电信）HL-D3900138909PT,,"NeType: BTS3900 LTE| NeLocation: 衡阳| vendor: | neName: 衡阳雁峰中航白沙湾（电信）HL-D3900138909PT| alarmName: 网元连接中断| alarmLocation: 网元名称=衡阳雁峰中航白沙湾（电信）HL-D3900138909PT, 网元IP地址=100.94.254.234, 网元IP地址(IP Mode)=NULL, 断连端口=6007, 断连错误码=N/A, 断连信息=端口握手超时, 适配层分区=MediationService0307, OMC IP=10.154.17.18| appendInfo: eNodeBId=138909",已清除,-2093949533,eNodeB,华为,1568463344,78085,249
标准,1,6,929,929,基站退出服务,198094833,,1,V3.30.501P03/V3.30.502/V3.30.600,设备原始告警,,"CCE1;Remark:单板序列号= 288532901627, TDL eNBId=137844;"",""rNeUID"":"""",""rNeName"":"""",""rNeType"":""""}",2,0103-008-006-10-000237,无线侧设备,话务处理,设备退服,无影响,业务全阻,基站退服,,,否,是,1566208236264_10.154.19.92,2019-09-14 12:16:16,2019-09-14 12:33:34,湖南省,2011,会同县,怀化会同漠滨集镇ZL-B8300137844PT,,怀化会同漠滨集镇ZL-B8300137844PT,,"sbn=7452,NodeMe=137844,Equipment=1,rack=1,shelf=1,board=1",已清除,2094013077,eNodeB,中兴,1568463376,1038,65
标准,1,15,200,200,ASSOCIATION ROUTING FAILURE,3156,,Minor,RG30/SRAN16.10,设备原始告警,,,2,0101-002-002-10-000411,"关联路由失败,M3UA下发信令消息到STCP路由信息错误",输入输出外部设备,内部通信故障,无影响,业务质量下降,ASSOCIATION ROUTING FAILURE,,,否,否,1032618_10.154.26.177,2019-09-14 12:16:27,2019-09-14 13:34:50,湖南省,2011,中方县,HUH-NBSC-14,,HUH-NBSC-14,,01 03 0d 00000000 07E7 0001,已清除,2093951674,BSC,诺基亚,1568463387,4703,10
标准,1,5,929,929,eNodeB退服告警,407,当MME和eNodeB的S1AP链路故障时，系统产生本告警。 当S1AP链路状态恢复正常，该告警恢复。,2,USN9810 V900R012C02/V900R018C50,设备原始告警,,,2,0103-007-006-10-000266,基站退服,连通性告警,业务链路异常,无影响,可能业务受影响,S1ap链路故障,,,否,是,86b57c35-c2ff-448b-84aa-70e77e745485,2019-09-14 12:19:51,2019-09-14 15:02:05,湖南省,2003,石鼓区,衡阳市区立新众泰汽车HL-D3900776009PT,,衡阳市区立新众泰汽车HL-D3900776009PT,,"框号=3, 槽号=0, 进程类型=SGP, 进程号=2, 移动国家码=460, 移动网号=00, EnodeB类型=MACRO, EnodeB编码=776009, EnodeB名称=--------------------HL-D3900776009PT, EnodeBIP地址1=100.78.65.119, EnodeBIP地址2=0.0.0.0, 故障原因=其他（255）, S1AP接口板框号1=3, S1AP接口板槽号1=13, S1AP接口板框号2=NULL, S1AP接口板槽号2=NULL, S1AP接口板框号3=3, S1AP接口板槽号3=13, S1AP接口板框号4=NULL, S1AP接口板槽号4=NULL, 衍生告警标记=0, 本地IP地址1=100.78.244.72, 本地IP地址2=100.78.244.73",已清除,-2093983442,eNodeB,华为,1568463591,9734,249
标准,1,5,929,929,eNodeB退服告警,-507,,MAJOR,BTS3900 V100R012C10,设备原始告警,,,2,0103-007-006-10-000266,基站退服,话务处理,设备退服,无影响,业务受影响,eNodeB退服告警,,,否,是,-507_系统派生_1213636,2019-09-14 12:22:08,2019-09-14 21:00:58,湖南省,2003,常宁市,衡阳常宁李家巷南区HL-D390055992PT,,衡阳常宁李家巷南区HL-D390055992PT,,"NeType: BTS3900 LTE| NeLocation: 衡阳| vendor: | neName: 衡阳常宁李家巷南区HL-D390055992PT| alarmName: 小区不可用告警| alarmLocation: eNodeB名称=衡阳常宁李家巷南区HL-D390055992PT, 本地小区标识=133, 小区双工模式=TDD, NB-IoT小区指示=FALSE, 小区名称=衡阳常宁李家巷南区HLD390055992PT-133, eNodeB标识=55992, 小区标识=133, 具体问题=射频单元异常| appendInfo: 基站制式=GL, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=55992",已清除,2093987155,eNodeB,华为,1568463728,31130,249
标准,1,5,929,929,eNodeB退服告警,-507,,MAJOR,BTS3900 V100R012C10,设备原始告警,,,2,0103-007-006-10-000266,基站退服,话务处理,设备退服,无影响,业务受影响,eNodeB退服告警,,,否,是,-507_系统派生_1213637,2019-09-14 12:22:37,2019-09-14 12:40:54,湖南省,2006,南县,益阳南县立达中学室分HL-D3900398196TF,,益阳南县立达中学室分HL-D3900398196TF,,"NeType: BTS3900 LTE| NeLocation: 益阳| vendor: | neName: 益阳南县立达中学室分HL-D3900398196TF| alarmName: 小区不可用告警| alarmLocation: eNodeB名称=益阳南县立达中学室分HL-D3900398196TF, 本地小区标识=71, 小区双工模式=TDD, NB-IoT小区指示=FALSE, 小区名称=益阳南县立达中学室分HLD3900398196TF-71, eNodeB标识=398196, 小区标识=71, 具体问题=射频单元异常| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=398196",已清除,2093986863,eNodeB,华为,1568463757,1097,249
标准,1,6,200,201,2G基站退服告警,-503,基站下挂所有小区全部退服,3,无,设备原始告警,,,2,0101-008-002-62-000001,基站退服,操作维护,网管内部,可能设备全阻,可能业务受影响,2G基站退服,,,否,是,-503_系统派生_1213631,2019-09-14 12:22:47,2019-09-14 13:32:20,湖南省,2005,鼎城区,CDE-ZBSC-V3-229,,常德鼎莱茵小镇微 ZG-B870097PT,,460-00-58231-37490,已清除,2093979439,BSC,中兴,1568463767,4173,64
标准,1,6,929,929,基站退出服务,198094833,,1,V3.30.501P03/V3.30.502/V3.30.600,设备原始告警,,"CCE1;Remark:单板序列号= 706156800122, TDL eNBId=472636;"",""rNeUID"":"""",""rNeName"":"""",""rNeType"":""""}",2,0103-008-006-10-000237,无线侧设备,话务处理,设备退服,无影响,业务全阻,基站退服,,,否,是,1567178098230_10.154.180.246,2019-09-14 12:25:26,2019-09-14 12:33:14,湖南省,2000,宁乡县,长沙朱良桥新桂村联通(朱良桥莲花拉远)ZL-B8300472636PT,,长沙朱良桥新桂村联通(朱良桥莲花拉远)ZL-B8300472636PT,,"sbn=2,NodeMe=472636,Equipment=1,rack=1,shelf=1,board=1",已清除,2094012026,eNodeB,中兴,1568463926,468,65
标准,1,15,929,929,BASE STATION CONNECTIVITY LOST,76566202,,1,TL15A/TL16A,设备原始告警,,,2,0103-002-006-10-001381,到MME的SCTP连接中断。原因可能是到MME的线缆被拔出。,中继与传输,光纤故障,设备全阻,业务全阻,7656基站连接丢失:S1接口传输层连接故障,,,否,否,3447847_10.154.20.68,2019-09-14 12:30:07,2019-09-14 12:35:41,湖南省,2012,祁阳县,yozqiyangshangsiyuanxiaoxueFL-FSMF1044204PT,,yozqiyangshangsiyuanxiaoxueFL-FSMF1044204PT,,PLMN-PLMN/MRBTS-1044204/LNBTS-1044204/LNMME-6,已清除,2094011580,eNodeB,诺基亚,1568464207,334,61
标准,1,15,929,929,NE3SWS AGENT NOT RESPONDING TO REQUESTS,9047,,1,TL18&SRAN18&TL18A&SRAN18A,设备原始告警,,,2,0103-002-006-10-003426,未收到网元告警,输入输出外部设备,外部告警,设备全阻,业务全阻,未收到网元告警,,,否,否,1033272_10.154.26.177,2019-09-14 12:31:35,2019-09-14 12:46:34,湖南省,2011,会同县,huhhtmobinjizhenNBNF-AirScale408451PT,,huhhtmobinjizhenNBNF-AirScale408451PT,,PLMN-PLMN/MRBTS-408451,已清除,2094006852,eNodeB,诺基亚,1568464295,899,33
标准,1,15,929,929,BASE STATION HARDWARE PROBLEM,71004309,,1,TL18,设备原始告警,,,2,0103-002-006-10-001706,系统模块与射频模块之间的RP3连接或者扩展的基带模块和射频模块之间6Gbps不稳定。,操作维护,操作异常,设备全阻,业务全阻,系统模块与射频模块之间的RP3连接或者扩展的基带模块和射频模块之间6Gbps不稳定。,,,否,否,1033371_10.154.26.177,2019-09-14 12:33:12,2019-09-14 12:39:31,湖南省,2011,通道县,huhtdzhutangNBNF-AirScale408774PT,,huhtdzhutangNBNF-AirScale408774PT,,PLMN-PLMN/MRBTS-408774/EQM_R-1/HWTOP_R-1/CABLINK_R-1002,已清除,2094013095,eNodeB,诺基亚,1568464392,379,5
标准,1,15,929,929,BASE STATION FAULTY,76503511,,1,TL15A/TL16A,设备原始告警,,,2,0103-002-006-10-000579,到传输模块FTM的连接丢失,处理器模块,处理器故障,设备全阻,业务全阻,7650基站退服:到传输子模块断连,,,否,否,3447877_10.154.20.68,2019-09-14 12:33:36,2019-09-14 12:45:29,湖南省,2001,雨湖区,xtahexishiyizongNL-FSMF463813PT,,xtahexishiyizongNL-FSMF463813PT,,PLMN-PLMN/MRBTS-463813/LNBTS-463813,已清除,2094014653,eNodeB,诺基亚,1568464416,713,47
