映射方式,专业ID,厂家ID,设备类型ID,告警对象类型ID,告警标题,厂家告警ID,告警解析辅助字段,厂家告警级别,适用的厂家版本号,告警类型,层速率,设备单板,网管告警级别,网管告警ID,告警解释,告警逻辑分类,告警逻辑子类,该事件对设备的影响,该事件对业务的影响,告警标准名,业务类型,业务信息,是否与对端网元相关,是否上报集团,告警唯一标识,发生时间,清除时间,省,地市ID,区县,网元名称,网元ID,告警定位对象名称,告警定位对象ID,定位信息,告警清除状态,网管告警流水号,设备类型名称,厂家,timestamp,告警发生与清除的时间差,告警标题出现次数
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,"当基站同一运营商下所有承载S1Interface的SCTP链路（链路个数不少于2条，且不包括IOPS特性使用的S1Interface的SCTP链路）状态异常，产生此告警。该告警产生时,该运营商已产生的S1接口故障和承载S1接口的SCTP故障告警会恢复。当基站同一运营商下有一条承载S1Interface的SCTP链路(不包括IOPS特性使用的S1Interface的SCTP链路)状态恢复时，且该状态持续90秒（默认）一直可用时，则上报告警恢复。",话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,109258292_10.154.17.139,2019-09-14 10:46:44,2019-09-14 11:27:50,湖南省,2012,双牌县,永州双牌永山庙村HL-D390061427PT,,永州双牌永山庙村HL-D390061427PT,,"NeType: BTS3900 LTE| NeLocation: 永州| vendor: 华为| neName: 永州双牌永山庙村HL-D390061427PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=永州双牌永山庙村HL-D390061427PT, 运营商索引=0| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=61427",已清除,2093764040,eNodeB,华为,1568458004,2466,131
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,"当基站同一运营商下所有承载S1Interface的SCTP链路（链路个数不少于2条，且不包括IOPS特性使用的S1Interface的SCTP链路）状态异常，产生此告警。该告警产生时,该运营商已产生的S1接口故障和承载S1接口的SCTP故障告警会恢复。当基站同一运营商下有一条承载S1Interface的SCTP链路(不包括IOPS特性使用的S1Interface的SCTP链路)状态恢复时，且该状态持续90秒（默认）一直可用时，则上报告警恢复。",话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,109258352_10.154.17.139,2019-09-14 10:47:20,2019-09-14 11:27:53,湖南省,2012,双牌县,永州双牌倪家洞HL-D390061116PT,,永州双牌倪家洞HL-D390061116PT,,"NeType: BTS3900 LTE| NeLocation: 永州| vendor: 华为| neName: 永州双牌倪家洞HL-D390061116PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=永州双牌倪家洞HL-D390061116PT, 运营商索引=0| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=61116",已清除,2093765991,eNodeB,华为,1568458040,2433,131
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,"当基站同一运营商下所有承载S1Interface的SCTP链路（链路个数不少于2条，且不包括IOPS特性使用的S1Interface的SCTP链路）状态异常，产生此告警。该告警产生时,该运营商已产生的S1接口故障和承载S1接口的SCTP故障告警会恢复。当基站同一运营商下有一条承载S1Interface的SCTP链路(不包括IOPS特性使用的S1Interface的SCTP链路)状态恢复时，且该状态持续90秒（默认）一直可用时，则上报告警恢复。",话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,109258281_10.154.17.139,2019-09-14 10:47:56,2019-09-14 11:27:48,湖南省,2012,零陵区,永州零陵马鞍岌村HL-D3900995110PT,,永州零陵马鞍岌村HL-D3900995110PT,,"NeType: BTS3900 LTE| NeLocation: 永州| vendor: 华为| neName: 永州零陵马鞍岌村HL-D3900995110PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=永州零陵马鞍岌村HL-D3900995110PT, 运营商索引=0| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=995110",已清除,2093763871,eNodeB,华为,1568458076,2392,131
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,"当基站同一运营商下所有承载S1Interface的SCTP链路（链路个数不少于2条，且不包括IOPS特性使用的S1Interface的SCTP链路）状态异常，产生此告警。该告警产生时,该运营商已产生的S1接口故障和承载S1接口的SCTP故障告警会恢复。当基站同一运营商下有一条承载S1Interface的SCTP链路(不包括IOPS特性使用的S1Interface的SCTP链路)状态恢复时，且该状态持续90秒（默认）一直可用时，则上报告警恢复。",话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,109258345_10.154.17.139,2019-09-14 10:48:15,2019-09-14 11:27:50,湖南省,2012,双牌县,永州双牌石榴江村HL-D390061388PT,,永州双牌石榴江村HL-D390061388PT,,"NeType: BTS3900 LTE| NeLocation: 永州| vendor: 华为| neName: 永州双牌石榴江村HL-D390061388PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=永州双牌石榴江村HL-D390061388PT, 运营商索引=0| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=61388",已清除,2093765792,eNodeB,华为,1568458095,2375,131
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,"当基站同一运营商下所有承载S1Interface的SCTP链路（链路个数不少于2条，且不包括IOPS特性使用的S1Interface的SCTP链路）状态异常，产生此告警。该告警产生时,该运营商已产生的S1接口故障和承载S1接口的SCTP故障告警会恢复。当基站同一运营商下有一条承载S1Interface的SCTP链路(不包括IOPS特性使用的S1Interface的SCTP链路)状态恢复时，且该状态持续90秒（默认）一直可用时，则上报告警恢复。",话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,109258269_10.154.17.139,2019-09-14 10:48:26,2019-09-14 11:27:48,湖南省,2012,零陵区,永州零陵回龙山HL-D3900289513PT,,永州零陵回龙山HL-D3900289513PT,,"NeType: BTS3900 LTE| NeLocation: 永州| vendor: 华为| neName: 永州零陵回龙山HL-D3900289513PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=永州零陵回龙山HL-D3900289513PT, 运营商索引=0| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=289513",已清除,2093763633,eNodeB,华为,1568458106,2362,131
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,"当基站同一运营商下所有承载S1Interface的SCTP链路（链路个数不少于2条，且不包括IOPS特性使用的S1Interface的SCTP链路）状态异常，产生此告警。该告警产生时,该运营商已产生的S1接口故障和承载S1接口的SCTP故障告警会恢复。当基站同一运营商下有一条承载S1Interface的SCTP链路(不包括IOPS特性使用的S1Interface的SCTP链路)状态恢复时，且该状态持续90秒（默认）一直可用时，则上报告警恢复。",话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,109258262_10.154.17.139,2019-09-14 10:48:53,2019-09-14 11:27:49,湖南省,2012,双牌县,永州双牌槐树脚HL-D3900290461PT,,永州双牌槐树脚HL-D3900290461PT,,"NeType: BTS3900 LTE| NeLocation: 永州| vendor: 华为| neName: 永州双牌槐树脚HL-D3900290461PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=永州双牌槐树脚HL-D3900290461PT, 运营商索引=0| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=290461",已清除,2093763519,eNodeB,华为,1568458133,2336,131
标准,1,5,200,201,OML故障告警,21807,,重要,BSC6000V900R011/BSC6000V900R011C01/BSC6000V900R013,设备原始告警,,,2,0101-007-002-10-001782,无线侧设备,话务处理,设备退服,设备全阻,业务全阻,OML故障告警,,,否,是,21371548_10.154.17.39,2019-09-14 10:49:00,2019-09-14 11:12:41,湖南省,2003,祁东县,HYA-HBSC-6910-11,,衡阳祁东县双桥办HD-D3900191PT,,"站点号=191, 产生此告警的插框号=1, 产生此告警的槽位号=22, E1号=NULL, 站点名称=衡阳祁东县双桥办HD-D3900191PT, 告警原因=其他原因",已清除,2093614251,BSC,华为,1568458140,1421,47
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,"当基站同一运营商下所有承载S1Interface的SCTP链路（链路个数不少于2条，且不包括IOPS特性使用的S1Interface的SCTP链路）状态异常，产生此告警。该告警产生时,该运营商已产生的S1接口故障和承载S1接口的SCTP故障告警会恢复。当基站同一运营商下有一条承载S1Interface的SCTP链路(不包括IOPS特性使用的S1Interface的SCTP链路)状态恢复时，且该状态持续90秒（默认）一直可用时，则上报告警恢复。",话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,109258047_10.154.17.139,2019-09-14 10:49:01,2019-09-14 11:01:36,湖南省,2012,祁阳县,永州祁阳文明铺镇碧芝塘NBHF-D3900409561PT,,永州祁阳文明铺镇碧芝塘NBHF-D3900409561PT,,"NeType: BTS3900 LTE| NeLocation: 永州| vendor: | neName: 永州祁阳文明铺镇碧芝塘NBHF-D3900409561PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=永州祁阳文明铺镇碧芝塘NBHF-D3900409561PT, 运营商索引=0| appendInfo: 基站制式=GL, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=409561",已清除,2093662591,eNodeB,华为,1568458141,755,131
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,"当基站同一运营商下所有承载S1Interface的SCTP链路（链路个数不少于2条，且不包括IOPS特性使用的S1Interface的SCTP链路）状态异常，产生此告警。该告警产生时,该运营商已产生的S1接口故障和承载S1接口的SCTP故障告警会恢复。当基站同一运营商下有一条承载S1Interface的SCTP链路(不包括IOPS特性使用的S1Interface的SCTP链路)状态恢复时，且该状态持续90秒（默认）一直可用时，则上报告警恢复。",话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,109258042_10.154.17.139,2019-09-14 10:49:12,2019-09-14 11:01:35,湖南省,2012,祁阳县,永州祁阳文明铺同德堂HL-D3900995048PT,,永州祁阳文明铺同德堂HL-D3900995048PT,,"NeType: BTS3900 LTE| NeLocation: 永州| vendor: 华为| neName: 永州祁阳文明铺同德堂HL-D3900995048PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=永州祁阳文明铺同德堂HL-D3900995048PT, 运营商索引=0| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=995048",已清除,2093662698,eNodeB,华为,1568458152,743,131
标准,8,24,6015,6015,一体化设备采集器通信状态告警,,基站,1,无,设备原始告警,,,2,698-076-00-076003,涵盖具备智能设备采集，以及非智能的温度、湿度、火警、门碰、水浸、红外等采集；或者蓄电池采集、视频采集、节能等多种设备的综合采集器通信状态告警。,采集设备通信中断告警,设备局部故障,可能业务受影响,无,一体化设备采集器通信状态告警,,,否,否,927B6A79A140F89CE05352801DAC794F,2019-09-14 10:49:13,2019-09-14 11:02:46,湖南省,2008,新宁县,新宁县金盆无线机房,,新宁县金盆无线机房,,,已清除,2093616506,监控设备,鑫天兴,1568458153,813,81
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,"当基站同一运营商下所有承载S1Interface的SCTP链路（链路个数不少于2条，且不包括IOPS特性使用的S1Interface的SCTP链路）状态异常，产生此告警。该告警产生时,该运营商已产生的S1接口故障和承载S1接口的SCTP故障告警会恢复。当基站同一运营商下有一条承载S1Interface的SCTP链路(不包括IOPS特性使用的S1Interface的SCTP链路)状态恢复时，且该状态持续90秒（默认）一直可用时，则上报告警恢复。",话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,109258357_10.154.17.139,2019-09-14 10:49:25,2019-09-14 11:27:51,湖南省,2012,双牌县,永州双牌付家湾村HL-D390061390PT,,永州双牌付家湾村HL-D390061390PT,,"NeType: BTS3900 LTE| NeLocation: 永州| vendor: 华为| neName: 永州双牌付家湾村HL-D390061390PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=永州双牌付家湾村HL-D390061390PT, 运营商索引=0| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=61390",已清除,2093766693,eNodeB,华为,1568458165,2306,131
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,"当基站同一运营商下所有承载S1Interface的SCTP链路（链路个数不少于2条，且不包括IOPS特性使用的S1Interface的SCTP链路）状态异常，产生此告警。该告警产生时,该运营商已产生的S1接口故障和承载S1接口的SCTP故障告警会恢复。当基站同一运营商下有一条承载S1Interface的SCTP链路(不包括IOPS特性使用的S1Interface的SCTP链路)状态恢复时，且该状态持续90秒（默认）一直可用时，则上报告警恢复。",话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,109258299_10.154.17.139,2019-09-14 10:50:01,2019-09-14 11:27:50,湖南省,2012,双牌县,永州双牌蔡里口HL-D3900290449PT,,永州双牌蔡里口HL-D3900290449PT,,"NeType: BTS3900 LTE| NeLocation: 永州| vendor: 华为| neName: 永州双牌蔡里口HL-D3900290449PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=永州双牌蔡里口HL-D3900290449PT, 运营商索引=0| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=290449",已清除,2093764929,eNodeB,华为,1568458201,2269,131
标准,1,5,200,201,OML故障告警,21807,,重要,BSC6000V900R011/BSC6000V900R011C01/BSC6000V900R013,设备原始告警,,,2,0101-007-002-10-001782,无线侧设备,话务处理,设备退服,设备全阻,业务全阻,OML故障告警,,,否,是,21371563_10.154.17.39,2019-09-14 10:50:11,2019-09-14 11:01:46,湖南省,2012,祁阳县,YOZ-HBSC-6900-83,,永州祁阳文明铺镇碧芝塘HG-D3900228PT,,"站点号=228, 产生此告警的插框号=1, 产生此告警的槽位号=24, E1号=35, 站点名称=永州祁阳文明铺镇碧芝塘HG-D3900228PT, 告警原因=其他原因",已清除,2093618299,BSC,华为,1568458211,695,47
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,"当基站同一运营商下所有承载S1Interface的SCTP链路（链路个数不少于2条，且不包括IOPS特性使用的S1Interface的SCTP链路）状态异常，产生此告警。该告警产生时,该运营商已产生的S1接口故障和承载S1接口的SCTP故障告警会恢复。当基站同一运营商下有一条承载S1Interface的SCTP链路(不包括IOPS特性使用的S1Interface的SCTP链路)状态恢复时，且该状态持续90秒（默认）一直可用时，则上报告警恢复。",话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,109258288_10.154.17.139,2019-09-14 10:54:01,2019-09-14 11:27:48,湖南省,2012,零陵区,永州芝山何仙观DPHF-D3900537156PT,,永州芝山何仙观DPHF-D3900537156PT,,"NeType: BTS3900 LTE| NeLocation: 永州| vendor: | neName: 永州芝山何仙观DPHF-D3900537156PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=永州芝山何仙观DPHF-D3900537156PT, 运营商索引=0| appendInfo: 基站制式=GL, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=537156",已清除,2093764033,eNodeB,华为,1568458441,2027,131
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,"当基站同一运营商下所有承载S1Interface的SCTP链路（链路个数不少于2条，且不包括IOPS特性使用的S1Interface的SCTP链路）状态异常，产生此告警。该告警产生时,该运营商已产生的S1接口故障和承载S1接口的SCTP故障告警会恢复。当基站同一运营商下有一条承载S1Interface的SCTP链路(不包括IOPS特性使用的S1Interface的SCTP链路)状态恢复时，且该状态持续90秒（默认）一直可用时，则上报告警恢复。",话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,228881406_10.154.17.69,2019-09-14 10:54:24,2019-09-14 11:50:31,湖南省,2006,沅江市,益阳沅江市兆丰驾校HL-D3900288496PT,,益阳沅江市兆丰驾校HL-D3900288496PT,,"NeType: BTS3900 LTE| NeLocation: 益阳| vendor: | neName: 益阳沅江市兆丰驾校HL-D3900288496PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=益阳沅江市兆丰驾校HL-D3900288496PT, 运营商索引=0| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=288496",已清除,2093852455,eNodeB,华为,1568458464,3367,131
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,"当基站同一运营商下所有承载S1Interface的SCTP链路（链路个数不少于2条，且不包括IOPS特性使用的S1Interface的SCTP链路）状态异常，产生此告警。该告警产生时,该运营商已产生的S1接口故障和承载S1接口的SCTP故障告警会恢复。当基站同一运营商下有一条承载S1Interface的SCTP链路(不包括IOPS特性使用的S1Interface的SCTP链路)状态恢复时，且该状态持续90秒（默认）一直可用时，则上报告警恢复。",话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,109258276_10.154.17.139,2019-09-14 10:56:18,2019-09-14 11:27:54,湖南省,2012,零陵区,永州零陵何仙观HL-D3900974632PT,,永州零陵何仙观HL-D3900974632PT,,"NeType: BTS3900 LTE| NeLocation: 永州| vendor: 华为| neName: 永州零陵何仙观HL-D3900974632PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=永州零陵何仙观HL-D3900974632PT, 运营商索引=0| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=974632",已清除,2093763663,eNodeB,华为,1568458578,1896,131
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,"当基站同一运营商下所有承载S1Interface的SCTP链路（链路个数不少于2条，且不包括IOPS特性使用的S1Interface的SCTP链路）状态异常，产生此告警。该告警产生时,该运营商已产生的S1接口故障和承载S1接口的SCTP故障告警会恢复。当基站同一运营商下有一条承载S1Interface的SCTP链路(不包括IOPS特性使用的S1Interface的SCTP链路)状态恢复时，且该状态持续90秒（默认）一直可用时，则上报告警恢复。",话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,109258333_10.154.17.139,2019-09-14 10:56:26,2019-09-14 11:27:54,湖南省,2012,双牌县,永州双牌蔡里口NBHF-D3900537146PT,,永州双牌蔡里口NBHF-D3900537146PT,,"NeType: BTS3900 LTE| NeLocation: 永州| vendor: | neName: 永州双牌蔡里口NBHF-D3900537146PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=永州双牌蔡里口NBHF-D3900537146PT, 运营商索引=0| appendInfo: 基站制式=GL, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=537146",已清除,2093765515,eNodeB,华为,1568458586,1888,131
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,"当基站同一运营商下所有承载S1Interface的SCTP链路（链路个数不少于2条，且不包括IOPS特性使用的S1Interface的SCTP链路）状态异常，产生此告警。该告警产生时,该运营商已产生的S1接口故障和承载S1接口的SCTP故障告警会恢复。当基站同一运营商下有一条承载S1Interface的SCTP链路(不包括IOPS特性使用的S1Interface的SCTP链路)状态恢复时，且该状态持续90秒（默认）一直可用时，则上报告警恢复。",话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,109258126_10.154.17.139,2019-09-14 10:58:52,2019-09-14 11:10:22,湖南省,2012,江永县,永州江永解放村HL-D3900994870PT,,永州江永解放村HL-D3900994870PT,,"NeType: BTS3900 LTE| NeLocation: 永州| vendor: 华为| neName: 永州江永解放村HL-D3900994870PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=永州江永解放村HL-D3900994870PT, 运营商索引=0| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=994870",已清除,2093697644,eNodeB,华为,1568458732,690,131
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,"当基站同一运营商下所有承载S1Interface的SCTP链路（链路个数不少于2条，且不包括IOPS特性使用的S1Interface的SCTP链路）状态异常，产生此告警。该告警产生时,该运营商已产生的S1接口故障和承载S1接口的SCTP故障告警会恢复。当基站同一运营商下有一条承载S1Interface的SCTP链路(不包括IOPS特性使用的S1Interface的SCTP链路)状态恢复时，且该状态持续90秒（默认）一直可用时，则上报告警恢复。",话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,151544950_10.154.17.19,2019-09-14 11:00:33,2019-09-14 12:38:23,湖南省,2003,祁东县,衡阳祁东洪桥镇花木村HL-D3900991336PT,,衡阳祁东洪桥镇花木村HL-D3900991336PT,,"NeType: BTS3900 LTE| NeLocation: 衡阳| vendor: | neName: 衡阳祁东洪桥镇花木村HL-D3900991336PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=衡阳祁东洪桥镇花木村HL-D3900991336PT, 运营商索引=0| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=991336",已清除,2094032209,eNodeB,华为,1568458833,5870,131
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,"当基站同一运营商下所有承载S1Interface的SCTP链路（链路个数不少于2条，且不包括IOPS特性使用的S1Interface的SCTP链路）状态异常，产生此告警。该告警产生时,该运营商已产生的S1接口故障和承载S1接口的SCTP故障告警会恢复。当基站同一运营商下有一条承载S1Interface的SCTP链路(不包括IOPS特性使用的S1Interface的SCTP链路)状态恢复时，且该状态持续90秒（默认）一直可用时，则上报告警恢复。",话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,228881508_10.154.17.69,2019-09-14 11:04:11,2019-09-14 11:58:04,湖南省,2006,赫山区,益阳赫山区创业园HL-D3900778212PT,,益阳赫山区创业园HL-D3900778212PT,,"NeType: BTS3900 LTE| NeLocation: 益阳| vendor: | neName: 益阳赫山区创业园HL-D3900778212PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=益阳赫山区创业园HL-D3900778212PT, 运营商索引=0| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=778212",已清除,2093882039,eNodeB,华为,1568459051,3233,131
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,"当基站同一运营商下所有承载S1Interface的SCTP链路（链路个数不少于2条，且不包括IOPS特性使用的S1Interface的SCTP链路）状态异常，产生此告警。该告警产生时,该运营商已产生的S1接口故障和承载S1接口的SCTP故障告警会恢复。当基站同一运营商下有一条承载S1Interface的SCTP链路(不包括IOPS特性使用的S1Interface的SCTP链路)状态恢复时，且该状态持续90秒（默认）一直可用时，则上报告警恢复。",话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,109258158_10.154.17.139,2019-09-14 11:07:38,2019-09-14 11:15:56,湖南省,2012,江华县,永州江华高寨HL-D3900290227PT,,永州江华高寨HL-D3900290227PT,,"NeType: BTS3900 LTE| NeLocation: 永州| vendor: 华为| neName: 永州江华高寨HL-D3900290227PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=永州江华高寨HL-D3900290227PT, 运营商索引=0| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=290227",已清除,2093714951,eNodeB,华为,1568459258,498,131
标准,2,5,32016,32016,MSC POOL局间切出成功率低于一级门限,0,,,无,设备原始告警,,,1,007-103-90-800022,局间切出成功率数值为0或低于90%,网络性能,设备性能告警,设备性能下降,可能业务受影响,MSC POOL局间切出成功率低于一级门限,,,否,否,103593822_10.154.33.189,2019-09-14 11:10:31,2019-09-14 11:44:40,湖南省,2000,,CSMSCPOOL1,,CSMSCPOOL1,,,已清除,2093695557,POOL,Citrix,1568459431,2049,3
标准,1,5,200,201,OML故障告警,21807,,重要,BSC6000V900R011/BSC6000V900R011C01/BSC6000V900R013,设备原始告警,,,2,0101-007-002-10-001782,无线侧设备,话务处理,设备退服,设备全阻,业务全阻,OML故障告警,,,否,是,21372052_10.154.17.39,2019-09-14 11:14:04,2019-09-14 11:27:49,湖南省,2011,沅陵县,HUH-HBSC-6000-6,,怀化沅陵铁古山HG-B3X195CT,,"站点号=195, 产生此告警的插框号=2, 产生此告警的槽位号=18, E1号=11, 站点名称=怀化沅陵铁古山HG-B3X195CT, 告警原因=其他原因",已清除,2093709010,BSC,华为,1568459644,825,47
标准,8,24,6015,6015,一体化设备采集器通信状态告警,,基站,1,无,设备原始告警,,,2,698-076-00-076003,涵盖具备智能设备采集，以及非智能的温度、湿度、火警、门碰、水浸、红外等采集；或者蓄电池采集、视频采集、节能等多种设备的综合采集器通信状态告警。,采集设备通信中断告警,设备局部故障,可能业务受影响,无,一体化设备采集器通信状态告警,,,否,否,927C00B662222679E05352801DAC75CB,2019-09-14 11:35:24,2019-09-17 14:08:07,湖南省,2011,洪江市,洪江市安江镇长福坪沅江南（怀邵衡高铁）T,,洪江市安江镇长福坪沅江南资源点,,,已清除,2093796044,监控设备,鑫天兴,1568460924,268363,81
标准,8,713,6016,6016,电池熔丝故障告警,6001,通信基站,重要,,设备原始告警,,,1,0500-000-006-10-000102,电池熔丝故障告警,电池告警,,无影响,无影响,电池熔丝故障告警,,,否,否,220000004893,2019-09-14 11:37:24,2019-09-14 13:28:31,湖南省,2000,天心区,长沙天心区钱隆学府无线机房,,长沙天心区钱隆学府无线机房,,,已清除,2093800416,开关电源,,1568461044,6667,1
标准,8,713,32403,32403,输入断电告警,2010,传输节点,紧急,,设备原始告警,,,2,0500-000-002-10-000060,市电输入断电告警,低压配电告警,,无影响,无影响,输入断电告警,,,否,否,131470981,2019-09-14 11:40:27,2019-09-14 11:45:29,湖南省,2007,新化县,新化县芦茅江节点数据机房,,新化县芦茅江节点数据机房,,交流配电屏,已清除,2093841452,,,1568461227,302,30
